user,location,text
valenlondon14,"Ocaña, Colombia",Que tristeza e impotencia da saber por lo que están pasando todos esas personas que se vieron afectadas por la canc… https://t.co/k6Qrc78GtH
ELTIEMPO,"Bogotá, Colombia",Protestas y violencia por el Jamming Festival | El Tiempo https://t.co/y1Kzr8V2QZ
angielorenaam,"Bogotá, Colombia","Mucha gente se ríe porque cancelaron el Jamming,en verdad que la falta de empatía es tan grande, muchas personas hi… https://t.co/NErg6W2ifO"
Ladelperro,Medellín,Muchos hptas los del #Jamming https://t.co/ZZBEs8RKY8
_Guarink,Armenia/Ibagué,Con o sin jamming yo igual me vine hoy para Ibagué jajaja
warlockcaos,Colombia,Por ahi dijeron hoy que la cancelación del Jamming fue porque hubo gente que le puso mala vibra al evento. https://t.co/1VvgzPvMoh
pulzo,Colombia,SIC habla de consecuencias jurídicas por cancelación del Jamming; Fiscalía actuaría https://t.co/enVDKOQN8W https://t.co/ATzssbzmVG
Punk1989rock,"Bogotá, D.C., Colombia",@Fernanda_140416 Los que compraron boletas para el Jamming Festival pueden comunicarse con la organizadora YADIRA P… https://t.co/tCmi5rh2Hh
magdagiselah,,@paulitagarciag @GiovanniCelisS @RedMasNoticias Rectifiquen noticia la Alcaldía de Ibagué @Alcaldiaibague NO cancel… https://t.co/jgniWpRPM8
7NNoticias,Colombia,#Bogotá / Saquean la discoteca Casa Babylon tras cancelación del Jamming Festival; en este lugar se llevó a cabo la… https://t.co/wsxzXlR3ZO
GilbertGarciaSu,COLOMBIA ,@lafm le toco ir a vender arepa de huevo al jamming ..... a verdad
BrayanRomero_9_,,"El jamming uno de los mejores eventos de LATAM cancelando a última hora y dejando en quiebra a muchas personas, la… https://t.co/m0QvYFId6P"
afyh11,Tierra Firme,@VelandiaGaitan todos esos vagos del Jamming
SeiyaDark,Usme,Con Jorge Baron si habría Jamming.
YeissonBMonteal,Bogotá-Colombia,"Mi abuela dizque: Mijo en las noticias que cogieron a un gamin del festival en Ibague hoy, por ahí tal vez robando.… https://t.co/Tqg01PwzV5"
SchMacadamia,,Haciendo un paréntesis del jamming que pasó con la tercera guerra mundial? Ya no nos vamos a morir? Y el covid?
vengalecuento87,,"Parte 1 
Jamming y el caos 
@Betocoralg @SARGENTOCHALA @MONYRODRIGUEZOF @osoriosantiago @MadameSiimone @ElRoRodry… https://t.co/ExBgvdWRBO"
DomPaolinho,,@AndresSimon_ Yo no creo que la gente confíe en otro Jamming
mapilarpuentess,Locombia,Que triste que un festival bonito como el Jamming y un bar de tanta tradición como Casa Babylon terminen de esta ma… https://t.co/zUjEXfuLiE
contracomu,,@GinaTor70192404 @KsaBabylon Lo que si se sabe es que los del jamming ya no poseen
mjesusnelson,Bogota Colombia,"Y aquí ando con tusa de Jamming, esa plática parece que se perdió 🥲.

También muy triste el coletazo a todas esas p… https://t.co/u9ytcXFccp"
rcnmundo,"Bogotá, Colombia","Tras la cancelación del Jamming, la Superindustria investigará a los organizadores https://t.co/M5ZGXRYlMM https://t.co/QVncVQ7yQ0"
juamac,"Bogotá, D.C. (Colombia)","Dizque: 

- Un ejemplo de crisis de comunicación. 

Y el #Jamming cancela/aplaza sin dar la cara."
nelsonaguilaver,"4.816164,-72.284578",@lafm que se apuren o sino se puede percibir ser afectado por el Jamming y toca indemnizarlo
RPpatty_10,"Bogotá, D.C., Colombia","Resumen noticias:
- Se habla de fraude..Registrador..bien gracias
_ Se habla de fuga de narcotraficante..Ministerio… https://t.co/U20KR0hA9x"
gvrb_,"Bogotá, D.C., Colombia",Me siento tan impotente y furiosa con lo del Jamming.
lafm,"Bogotá, Colombia","Tras la cancelación del Jamming, la Superindustria investigará a los organizadores https://t.co/pG9RMY47EG"
n1n4vero_24,Bogotá. ,"Lo del jamming me tiene rabona, pero los de Piscilago me sacaron una risa con esto!!! 🤭🤭🤭 https://t.co/rB6a4meNqY"
LaMujerZapatera,"Bogotá, D.C., Colombia","Es para ponerse a llorar las tantas historias de quiebra que dejó el jamming festival, y también ver tantas persona… https://t.co/m5EMiFkps3"
primercampeonco,,@soachalover Sí sale al aire lo del Jamming sería una bobada al lado del escándalo tan hp.
magdagiselah,,@GiovanniCelisS @RedMasNoticias Rectifiquen noticia la Alcaldía de Ibagué @Alcaldiaibague NO canceló Jamming festiv… https://t.co/td4yfs4lCJ
a_math,Bogotá,.@NetflixLAT atentos con el documental del Jamming. El Fyre Festival colombiano.
BrianChristRock,Bogota,Parece que en las próximas horas Polo Polo podría autopercibirse como un Jamming
Oreca27,,"Yo estoy 🤯 con lo del Jamming. Más allá de ser uno de los eventos más importantes de reggae que, como dice Sebastiá… https://t.co/WZJOjj6i6h"
andresvagabundo,,Jamming: planes para hacer en Ibagué y cómo ayudar a empresarios https://t.co/BRStu8Awzg vía @portafolioco
davilsic,,El fuego del Jamming llegó hasta Tolú.
AngelUwUnt,Bogota ,"La gente que iba al Jamming a ver a alguien que no fuera Monsieur Periné merecía que les cancelaran eso, ike pagar… https://t.co/vZfTMvkEBf"
Crosssman,,@analidalewis Para que sea un Jamming fest completo debe haber Buco de weed para la gente. Si no eso ni es.
jlmancera1,,@JackDeLaConcha Gerente para la reconstrucción del jamming
nestor_celis,,"@sheetara666 No hay punto de comparación entre paramo y los ""organizadores"" del jamming"
yovanitriana,Bogotá,La presidencia la gana la o el que monte el Jamming de hoy a mañana.
pulzo,Colombia,"Artistas del Jamming se enteraron, rumbo a Ibagué, que habían suspendido el festival https://t.co/YhXsvmsHRM"
_AstroAleja_,En el Sistema Solar,Importante difundir para todo lo que tienen que enfrentar los emprendimientos por esa miserable desorganización del… https://t.co/sgstg9an4m
Jamming_Jelly,,@Lorenzo_Lagomar como te las arreglas para aun sacarme una carcajada con un video de menos de dos minutos
The_Tripman,Bogota,Ya vamos en que lo del jamming es culpa de la gente por inocente y creer en el festival...
chichi_mario, Colombia,"Definitivamente cambio el internet de mi casa, me acabo de enterar lo de Ibagué y su festival Jamming , entro a bus… https://t.co/fCicBLJ66K"
NSincontrol,Colombia,"#ATENCIÓN. Atacan en Bogita, el bar propiedad de los organizadores del frustrado #Jamming festival, que se iba a re… https://t.co/7yszI7jniy"
PavaDiego,"Bogotá, D.C., Colombia",La secretaria de desarrollo económico de Ibagué ha habilitado este censo para empresarios que hayan sido afectados… https://t.co/MjQIhRAbd1
Lucho4758,"tunja, boyaca",Alcalde de Ibagué exige a los organizadores de Jamming devolver el dinero  https://t.co/Xd1KaysMTq
nea_Qgonorrea,,Por lo menos enriquecí mis playlist con canciones y artistas chimbas q iban a ir al Jamming y q no conocía
David8hm,,@taeedelrey Los dueños de babylon son los organizadores del jamming
juancvaronr,Ibagué,Ahora si viene lo bueno en el Jamming. Toda Ibagué celebra🎸 https://t.co/l5rVy8fg0K
SoledenoC,"Soledad, Colombia","Mi waifu me dijo vamos al jamming y yo le dije. La próxima sin falta krnal

""Los tiempos de dios son perfectos 🤑"""
Ragnarok______,Bogotá D.C,"Yo pongo música de los artistas del Jamming y Pola, quien cae? xD"
wdpinedar,Bogotá,"No sé si suena loco, pero a mí se me hace que la suspensión del Jamming es una cortina de humo del fraude electoral… https://t.co/8wAHXkUS0w"
Davidpena11,"Cali, Colombia","El Que me mande una pizza a mi casa le regalo una boleta al Jamming. 

Quien dijo yo?"
_levitator,,Cancelaron el Jamming para distraernos del fraude contra el PH 🙏🏻🙏🏻🙏🏻 despierta Colombia!!!
berbeosuarez,Ibagué Colombia,@CONCEJALWROSAS @SSociedades @DNDConsumidor @FiscaliaCol *Superintendencia de Industria y Comercio puso 'contra las… https://t.co/S5LOlknXPa
lgualteroo,"Bogota, Colombia","Que cagada lo del jamming, menos mal pude controlar el impulso de comprar boletas."
CONCEJALWROSAS,IBAGUE TOLIMA,Hola. Empresarios que hayan sido afectados por el aplazamiento del Jamming remitir información a… https://t.co/JixqX2ph58
mmmmYa_,Colombia,"Ya bien turra gracias a Dios, apoyando al emprendedor del Jamming en mi localidad. 🙏"
SebxRivera,"Sogamoso, Colombia","Mk, el comercio afectado y el Jamming Cancelado? 😳 Dos Caras de la Moneda 💔 https://t.co/msHltN2FPh"
santeb06,"Ibagué, Colombia",Parce no si da rabia o tristeza ver toda lo que pasó y está pasando con la farsa del jamming
VegaBohorquez,"ÜT: 4.8516364,-74.0302705",No entiende uno cómo termina de esta manera una marca tan representativa para Bogotá como Casa Babylon y un proyect… https://t.co/zYpbajZtCE
PecasCrespas,"Bogotá, D.C., Colombia",Mk parece que tengo cara de #Jamming de lo cancelada que me dejaron está semana
PYCNoticias,Colombia,Frustración y pérdidas económicas de empresarios locales por la cancelación del #Jamming2022 en #Ibagué. Organizaci… https://t.co/bRAtjEluk6
jerson_akuma,Bogota,"Recordando el pre-#Jamming
🥲⚛️☢️💀👊🏻
@LosPetitFellas 
@NicolaiFella https://t.co/iAhgNReq27"
trinostian,Bogotá,Los organizadores del Jamming en este momento https://t.co/RaUfFvubws
PYCNoticias,Colombia,El #canalPYC y #PYCNoticias se solidariza con los empresarios y microempresarios que se quedaron sin como comercial… https://t.co/8kpuhQPWaY
SomosFancom,Medellín - Colombia,Queman y vandalizan #CasaBabylon por el fracaso del #JammingFestival2022  https://t.co/ij3s0i0Pgk
Malexpad_1,Colombia,"Para cuando la vaki, el hilo de personas que se endeudaron para asistir al Jamming. Jaja los tiquetes las reservas,… https://t.co/olBRrrIydQ"
Xtresveces,,¿Se imaginan los dealers que se endeudaron para el jamming? https://t.co/Bo3BuK0yHR
FabianchoMartin,,"@Alcaldiaibague @ccibague Consideremos que muchos fueron a Ibague por el Jamming y no por visitar la ciudad, nadie… https://t.co/wRBfv1c6xp"
vanguardiacom,Bucaramanga,"La ciudad exige a los organizadores del evento musical más importante de la historia de Ibagué, que se responsabili… https://t.co/rysI6Hb4Qq"
Sua_Chia,Arcturus,"Cancelaron el jamming? 
Ahh menos mal no me lo perdí porque no tengo plata ni presumo maricadas. 
😎"
maknua,,"Si están indignados con lo del Jamming, acá hay un grupo de gente que dice que el empute es solo porque iban a toma… https://t.co/jY83PbyoCh"
Orlando14285774,,"Como ya no pueden ir a Ibague al festival reguetonero o mas mejor, 'jamming"" en lengua castiza colombiana... les va… https://t.co/iQoZBD1Kcp"
Nikkitaku,Earth,"De hecho, LA ÚNICA CARA DEL JAMMING... Siempre salen perdiendo la gente de a pie. Vayan a Ibagué, hay mucho para co… https://t.co/t0xgjwv0o2"
romerovaron,Colombia,"Nada describía tan bien a mi Colombia como DMG, hasta que llegó el Jamming a innovar."
analidalewis,,Que es eso del Jamming Fest.
maleejaa__,"Bogotá, Colombia",Si quieren pasar la tusa del jamming llámenme.
felipezea_,,"Todo en esta vida es un mierdero, pero esa vaina del Jamming ya se re contra mamó jajajajaja"
IamLuisaSuarez,Bogotá,"De: mi
Para: El Jamming https://t.co/cidYMosuJ8"
AlTrakimas,Medellin Colombia,@Tolaymaruja ¿Por qué entre los emprendedores damnificados por la cancelación del Jamming Fest no mencionan a los jíbaros?
Angel_Barbery29,No pronouns,"Por cierto, lo del Jamming sí que se puso feo (aunque parece pura estafa).

Que mal parados dejan a Colombia, de verdad."
ColombiaNews_,,Los memes sobre Piscilago y burlas en medio de la ‘tragedia’ de la cancelación del Festival Jamming https://t.co/RJUDMSUvWG
AndresSimon_,,"Se sabía que el Jamming no iba a pasar, era demasiada belleza para ser verdad, ojalá pase un milagro y lo activen de nuevo. 🙏🏼"
jullomora,,"@rcnradio Cancelaron el Jamming y ahora esto, petro basta ya 😂"
Yinn_Martinnez,"Bogotá, D.C., Colombia","Luego de lo del jamming necesito recuperar algo de dinero  jajaja

Alguien la quiere comprar por favor? 🥺 https://t.co/bZ1uRgux7F"
No_quiero_ser,,@Pelirola Pobres los del Jamming quedaron embalados
al3ja08,Un lugar en el mundo,Y los del Jamming quedaron así 🤡🤡🤡🤡
TGODPepa,"Bogotá, D.C., Colombia",El Jamming la supo hacer xd
Cami_lark,Bogotá ,"Qué sí hacen otro hilo acerca del Jamming, casi no he visto hoy."
John_Wick_US,New York | Bern | Worldwide ,"¡Atención! Me comentan fuentes serias que se reactiva el Jamming 2021.

Los invitados de lujo: Dr Krapula, Adriana… https://t.co/KNuLBDYX4O"
FranciscoArzt,"Bogotá, D.C., Colombia",Yo iba a vender besos en el Jamming pero en vista de los sucedido los pongo a disposición de ustedes gratis para qu… https://t.co/DF4sDoaywU
JCarlosSM99,"Bogotá, D.C., Colombia",Es decir que no vamos a tener la próxima edición del jamming?:(( https://t.co/e9UqKYPfAc
juandavidroja17,Colombia,Muy triste lo de muchas personas que invirtieron todos sus ahorros y se endeudaron resto para poder vender en el Ja… https://t.co/v1BksqQ4Tj
Portafolioco,Colombia,"Los artistas que participarían en el @FestivalJamming se han pronunciado.

Esto es lo que han dicho ➡️… https://t.co/TEuEicSvYI"
Dooffy_,Zipaquirá,Idea millonaria un bar que se llame: No me jamming.
AnaFlechasV,"Bogotá, D.C., Colombia",Da pesar que esa gente se hayan tirado espacios como el Jamming y Casa Babylon.
BastidasSL,Colombia,"Que tremendo lo qué pasó con lo del Jamming, y aún más con los que se burlan de ese dolor, cuantas personas no perd… https://t.co/ekqGx8ktb0"
CesarAntolinezR,Bucaramanga Colombia,Se canceló el jamming por culpa de esa tramadora. https://t.co/Oc3BhtLRHf
Oreca27,,"Yo estoy 🤯 con lo del Jamming. Más allá de ser uno de los eventos más importantes de reggae que, como dice Sebastiá… https://t.co/Qm8dXinAmY"
Andres_MorenoP,Bogota D.C,Lo bueno de toda la situación del Jamming es que en 20 años Shock va a sacar un video una chimba protagonizado por… https://t.co/Ww2cLNuA8Y
johnsuarezfr,,La camiseta que me iba a estrenar y dejar todo el fds en el #JammingFestival2022 #jammingfestival #Jamming (adviert… https://t.co/82HIRC3yzu
ChepeBustamante,Colombia,"Ni el jamming, Ni la guacherna, tampoco el ficci, me voy pa dónde Beto 😂"
pecuecae_loco1,,"Nada raro que el alcalducho de ibagué esté metido en esa estafa del Jamming.

@AndresHurtadoL hijueputa"
lulubelsy,,"🤔🤔🤔 ✍️✍️👁️👁️👁️ * Esto parece un
                *Paquete Chileno* alcaldía a
                  RESPONDER.… https://t.co/OeB0QhX5GZ"
DulceConChile,"Bogotá, D.C., Colombia","Una semana intensa para dejar todo en orden y poderme ir ""tranquila"" a compartir con mis amigos la música que nos g… https://t.co/q5gqCF9nLe"
SJehins,Colombia,"#JammingFestival2022Estafa #jamming porque más bien no cancelan el de Badbunny, Alejandro Fernández, Ricardo Montan… https://t.co/BQ4hlEodfO"
jucorreal,bogota,A propósito de el Jamming...  Que paso? https://t.co/je64O1oY5q
mabs19,"Bogotá, Colombia",Fico es el Jamming de los candidatos.
nuevodiaibague,Ibague - Colombia,https://t.co/3gd3bhSxZr 🚨 #ENEXCLUSIVA 🚨 El Nuevo Día llamó a una de las personas que hacen parte de la directiva p… https://t.co/gYnYZAA7Ss
GabSoto334,"Bogotá, D.C., Colombia",Siento que esto del Jamming le subió como 500.000 votos a Petro. O estoy mezclando noticias? https://t.co/T1QqjrLtm6
DChiney_,,"@GustavoBolivar Sabían que por años, el Jamming es patrocinado por este estafador? Ahí tienen las llaves."
monicavg_,Colombia,Piensen en los que preferimos en jamming en vez de ir a bogt a ver a morat ☹
octubrenojunio,,"@hablandofut1 @JohaFuentes @alebak Había un festival de música todo el fin de semana Jamming Festival, festival que… https://t.co/lRLCn5RCya"
QHUBOTOLIMA,"IBAGUÉ,TOLIMA",https://t.co/wL11zeLRmh 🚨 #ENEXCLUSIVA 🚨 El Nuevo Día llamó a una de las personas que hacen parte de la directiva p… https://t.co/ipFlkxEN1G
Julian_RicoV,Bogotá,"@DaniAlejandroM Adicional que tiene detrás a Páramo, están dedicados a ser promotores de muchos eventos el Jamming… https://t.co/85FxHu2KGJ"
ArmandoCapito,"Cartagena, Colombia",Por si alguien no lo entiende: a los del Jamming les pasó lo mismo que a los niños de colombia con la encargada de… https://t.co/trnzMoUoo5
Micholenko,"Bogotá, D.C., Colombia",Triste la cancelada del Jamming pero más triste debe estar Polo Polo
RompeRutinas,,Para los que no entienden el daño solo en boletería faltan más de 70.000 millones de pesos sin contar las pérdidas… https://t.co/PkMccQGfjZ
Alfa_2022,,Ahora falta que culpen a Petro de la cancelación del jamming festival.
paulajimenezl,Colombia,quien para ir a comprar comidita y ayudar a los vendedores que iban al jamming :)
Chimonpe,,El Jamming se parece al Pacto Histrionico…embuste.
Andriuceles90,"Medellín, Colombia","https://t.co/Glww03Yghz 
¡DEBEN DE VER ESTE VIDEO!
#jammingfestival #Jamming #Ibague #IbagueSigueActiva #jammingfestival"
RichieVC,Bogotá,Cada vez una historia más triste con eso del Jamming.
JhoannGonzlez1,,Yo ni se que es el jamming 😭
berbeosuarez,Ibagué Colombia,@CONCEJALWROSAS @SSociedades @DNDConsumidor @FiscaliaCol *Atención: organizador del Jamming Festival rindió interro… https://t.co/321uLWTTNP
UNRickSanchez,"Bogotá, D.C., Colombia",@GuanumenSeb @Rivas_Santiago @VillanueAle @ladirekta @DonIzquierdo_ @subcantante @SaninPazC @MeDicenWally… https://t.co/LOKGH58woL
AngieHe12434590,,Menos mal. No compre boletos para el jamming festival....🙏🏿
Daniela_AvilaM,,Falta la solicitud de insolvencia del empresario del Jamming y un acuerdo a 10 años para pagar las acreencias 🤭🥺🤭🥺🤭🥺
DonPepeSierra,Medellin,Estoy parado solo como una gueva en un potrero. Me timaron con lo del Jamming ese.
Patico409,,"A mí FEP y lollapalloza no me alborotan ni una hormona, pero Jamming tenía todo lo que me gusta 💔 menos mal ya habí… https://t.co/JqY6FK8ZfO"
qlisandro,BOGOTÁ,Calienta el Esmad #jammingfestival #JammingFestival2022 #Jamming #JammingFestival2022Estafa #jamming2022 https://t.co/JhXzYsYG1M
jorgeJassir2,,"#ShowCaracol que embarrada, lo del jamming Apenas se está dando a conocer Ibague"
MuseoArtedelTol,Ibagué- Colombia,"El MAT en alianza con la @Alcaldiaibague este sábado y domingo tendrá entrada libre para todos los visitantes, con… https://t.co/vLf9BYeifW"
PaskinyJoJo,,"Más bien me quedo en casa incinerando bareta y escuchando los temas de youtu.
El Jamming?
Me importa un culo.
Ojalá… https://t.co/7BKXno0n5Z"
OscarBarbosaRa1,"Funza, Colombia",@rcnradio Esto compensa la cancelación del jamming...
Vanelau15,"Bogotá, D.C., Colombia","Este fin de semana no podía ser peor, cancelan el jamming y ahora enferma con mucha fiebre … vamos bien !👍🏾"
RevistaSemana,Colombia,Fuertes disturbios: víctimas del Jamming entraron a la fuerza a sede de Casa Babylon https://t.co/94IjWMSAZu
hencogo,,@CesarPachonAgro ¿Esto es el E14 o las pérdidas del Jamming Festival?
canalmastekhw,,@Nominapp_ anuncio #sosjamming una campaña para que podamos ayudar a los empresarios afectados con la cancelación d… https://t.co/8z2JJGHkf8
Nicot14Tejada,"Guadalajara de Buga, Colombia",El vale que estaba bajando a ibague para ir al jamming. https://t.co/5fteJgdjy3
unagelatina,I am here,De verdad yo dizque faltando a una clase para no estar adolorida en el jamming bus
autodidactaloco,"Bogotá, D.C., Colombia","Que lastima por los comerciantes que perdieron plata con el jamming, uno incluso vendió un apto para invertirlo en el evento"
jatirado_oc,"Madrid, Comunidad de Madrid",#OtrasCiudades Habrá rumba hasta las 5 de la mañana en Ibagué por cancelación del Jamming https://t.co/sWkjSp7irk https://t.co/sVtJ79g8Ef
Alcaldiaibague,"Ibagué, Colombia","""Nos solidarizamos con los emprendedores y empresarios que han sido afectados con el aplazamiento del Jamming, tend… https://t.co/rIcsSy8Fll"
danbotero,"6.2647276,-75.59648","El Jamming nos afecta a todos los colombianos como plaza de eventos, es un ridículo nacional"
pacmanpunk,"Bogotá, D.C., Colombia",Que carajos paso con el Jamming 😳
elcalvok,"Bogotá, D.C., Colombia",Marico que feo y que lastima todo sobre el Jamming fest https://t.co/uAVIuBrsIN
unagelatina,I am here,@quierendinero Yo también falte a una clase para no ir adolorida al jamming
elespectador,"Bogotá, Colombia",#LoMásLeído en @BogotaEE:  “Ladrones”: grafitean Casa Babylon por cancelación del Jamming Festival… https://t.co/EFWx6TqZid
ElTurnerCat,El Cocuelo.,¡MAÑANA A VER A DON OMAR EN EL JAMMING! 😂
DavidRoldanP,Antioquia,@sonataopso ¡Me alegra que hayan cancelado el Jamming ese en Villavicencio 😡😡😡!
WRadioColombia,Colombia,"#Video “Nos sentimos muy mal, muy decepcionados de la organización. Tenemos dos años esperando este evento”: Joel,… https://t.co/do6ocDFmXV"
Oscarlevitas,"Bogotá, DC, Colombia","Jamming Festival, el evento fue cancelado ¿Qué pasó?

 https://t.co/HXgnllswqo 
#Jamming #music #Ibague #Rock"
Diany_Cz,"Bogota, Colombia",Pasando A Temas Serios… Quien Regula A Los Empresarios Del Entretenimiento??? #Jamming 🤔🤔🤔
dimeegabriela,,"@DalasReview @dannapaola Ey @DalasReview, deberías hacer un video sobre el Jamming Festival, el nuevo Fyre Festival 😱"
ARetail,,Productor del Jamming Festival en ojo de SuperIndustria https://t.co/6CGDHJ8hAW
AlTrakimas,Medellin Colombia,¿Por qué entre los emprendedores damnificados por la cancelación del Jamming Fest no mencionan a los jíbaros?
caracolguaviare,San José del Guaviare ,"🔴#ATENCIÓN || Así está la situación en Casa Babylon, Bogotá, tras la cancelación del Jamming Festival.… https://t.co/juo84oBkoP"
yedir,"Abu Dhabi, United Arab Emirates",Si usted está en ibague y le cancelaron el de jamming puede ir al festival de barro en la chamba tolima
DreamhouseCam,"Bogotá, Colombia","Pa donde e’ que vamo’ este fin de semana? 🔥

#jammingfestival #jamming #dreamgirls #independiente #dreamhousestudio https://t.co/1hILQzM2Ny"
Rennoel87,,"https://t.co/Tm13IIiC3U
#jammingfestival  #Jamming  #JammingFestival2022  #Ibague #IbagueSigueActiva  vean este vid… https://t.co/2bDexygKLB"
tizumbaonline,"Fusagasugá, Colombia",Cuando cancelan el Jamming Festival / Pero sigue firme el concierto del Grupo Niche en Fusagasugá. https://t.co/svyxxj2afU
GuaviareEstereo,"Calamar, Guaviare, Colombia.","🔴#ATENCIÓN || Así está la situación en Casa Babylon, Bogotá, tras la cancelación del Jamming Festival.… https://t.co/Xb7SNxCfpo"
ccamilaxg,,"Marica, antier un man se estaba burlando de lxs que compraron boletas para Morat, diciendo que el iba a ir al Jamming jaja 🤡"
MiguelM2811,,"En Ibagué se robaron la plata para los escenarios de los J. Nacionales en 2015. 
Del dinero del Jamming Festival no… https://t.co/HWguOMas8b"
vidaperra5,,"Mucha inseguridad en 
Colombia.

Se roban unas elecciones,
se roban la plata del Jamming, 
y usted se robó mi corazón"
UNRickSanchez,"Bogotá, D.C., Colombia","-Esto del Jamming va a terminar como debe de terminar
-¿Con disturbios?
-Y rompiendo Casa Babylon, cómo debe ser. https://t.co/st11Wl2ely"
IosifIsta,,¿Muy difícil que Jorge Barón grabe el Jamming de las estrellas este fin de semana en Ibagué?
_Lennavg,,Les dejo esto por acá por si quieren apoyar negocios afectados por la cancelación del Jamming.… https://t.co/1aot2ElGlT
alejagonzalez,"
📍🌎Bogotá, Colombia 🏠 🇨🇴",Muchos artistas y personas que trabajan para la industria musical perjudicados por la cancelación del Jamming Festi… https://t.co/jrv1uVxEiD
ngplegend,Colombia,@MelissaDiazTr ¡Hola! @yustiilegal es una plataforma de abogados que está con los emprendedores y usuarios afectado… https://t.co/8rC0trUa4N
NorenaSarita,,"Lo del Jamming era predecible. Un cartel que no correspondía a la gira de grandes bandas, un montaje básico y la au… https://t.co/wrBlIH7LI9"
AdriCastillo08,Colombia,Ufff qué angustia la gente que invirtió en Jamming… ojalá puedan encontrar alguna solución y mientras tanto comprar… https://t.co/7fYIe6Rn5i
PYCNoticias,Colombia,"#IbagueSigueActiva| Si tu emprendimiento fue afectado por la cancelación del Jamming, ponemos a disposición nuestra… https://t.co/K1zHv10WBp"
carlosgalvis17,I was born to fly.,"Boletas para El Jamming        Yo
                                             🤝
                        No servir para un culo"
JuanSe_Rod,Bogotá Colombia,POR FAVOR DIFUNDIR: Las personas que compraron boletas para el Jamming Festival pueden comunicarse con la organizad… https://t.co/5OgIj6yn8C
otra__gonorrea,,"Mucha inseguridad en 
Colombia.

Se roban unas elecciones,
se roban la plata del Jamming, 
y usted se robó mi corazón"
gdqc__,"Bogotá, D.C., Colombia","El Jamming                        Yo 

                        🤝
                Cancelar planes
                  a última hora"
E_L29D,"Cali, Colombia","Para reembolsos del Jamming escríbanle a Yamile Perdomo a su correo es la que está a cargo de eso

Yaper@jamming.com

Denada"
cforfra,,"Jamming era una ilusión, ¿Cuando en este platanal iban a reunir a semejante cantidad de estrellas en un festival? P… https://t.co/IfJhEb11jO"
Alejas3108,"Bogota,Colombia","Mi amiga dizque : mor usted es como el jamming ,solo le gusta ilusionarme y dejarme esperando 😂😂"
Sibun_freak,Bogota,Y si el Jamming era una cortina de humo para la fuga de Matamba (?) 🤔
ElCosme_fulanit,,Los que iba pal' Jamming. https://t.co/VQSJ0zDeNU
Sarita_vargas09,Colombia,"Amor voy para el Jamming en Victoria, hablamos el martes."
MarcelitaCock,,Estoy más perdida ¿qué diablos es el jamming y por qué estamos hablado de eso? 🤷🏻‍♀️
camilaaag31,,"Que fastidio la gente que se burla de los del Jamming con una superioridad toda cula, si, ya te vimos marica, nadie te la hace malote."
Ferrang_,,"@lalis_148 @musictrendscol @FestivalJamming @PaulaDPablos Mujer, no van hacer devolución, aldejandro casallas ya sa… https://t.co/Q20HzPaCQt"
mrcriscam,,@HiNaTaKaThErInE Este comunicado lo sacaron antes del aplazamiento de hoy. Está montado en la página de Jamming cuando desde ayer.
ElInformador_SM,"Santa Marta, Colombia",SuperIndustria abre investigación contra organizador de Jamming Festival tras cancelación del evento… https://t.co/rfB3Eqf66A
binzayedadila,Emiratos Árabes Unidos,Viendo como el jamming valió verga en Colombia https://t.co/UvJpxMXUHJ
nicolasgalindo_,"Medellín, Colombia",Pero la cancelación del Jamming es culpa de @AlvaroUribeVel ? https://t.co/CXum2tvw4s
pauloesanchez,"Ibagué, Colombia","@alejzuluaga Atención: organizador del Jamming Festival rindió interrogatorio ante el CTI de la Fiscalía

A primera… https://t.co/6fsvbIpbQp"
digitaliana,Bogotá,"lo de la cancelación del jamming es una burla, ni siquiera le avisaron a los artistas !! pero así son las empresas… https://t.co/B0i283z2FE"
davaruba,,"@BrayanSabogal27 @Antuag95 @musictrendscol @FestivalJamming @PaulaDPablos Me confundí de post, pensé que estábamos hablando del jamming?"
UlisesVelezA,,"Jamming: la fiesta más exclusiva que nunca sucedió 
Pronto en Netflix"
CrowleySF,Bogotá D.C,"Claramente la gente que lo invirtió todo para el Jamming, no va a recuperar el dinero. Pero qué chimba las iniciati… https://t.co/RXqmGZYvc8"
Calidad101co_2,Hogwarts,Que pena mi falta de cultura callejera. ¿Que putas es el Jamming? 🙄
andrettym,por el mundo,"@JULIOC_HERRERA El man tenía VIP para jamming , y lo cancelaron!! No alcanzo a devolverse y lo pillaron."
duquinomesqui,,"lo del jamming es una lección de que en la educación hace falta temas de emprendimiento…nunca, nunca se ponen todos… https://t.co/AcHGLtnAmD"
purablasfemia,"Manizales, Colombia","El Jamming        mi crush 
                     🤝
Dejarme viendo un chispero"
_lamedianaranja,Pie Izquierdo,"Al paso que vamos resultará que Matamba iba de permiso para el Jamming… y de la rabia por la cancelación, decidió n… https://t.co/Ba3TPK95X6"
jorgecortex,Armenia - Colombia,"La gran pregunta es donde está este tipo? 

#Jamming #Ibague https://t.co/JtPMaAGe3V"
LaMega,"Bogotá, Colombia",Se prendió está vaina: tras cancelación del Jamming saquean Casa Babylon e incendian la entrada… https://t.co/lCkNLC9PHC
mariajosepradag,colombia.,En ibague como todos saben hay una situación complicada por la cancelación del jamming. Algunos influencers se unie… https://t.co/Kmfo7bRgau
Wildersalcedob,Colombia!!!!,"A todas estas, por qué cancelaron el jamming?"
